ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
701-105-1,,701,105,pālt,pālt,p ɑː l t,,WogWb,,,,,pālt,pɑːlt,11,,
807-105-1,,807,105,pŏŋəl,pŏŋəl,p o ̆ ŋ ə l,,DEWbOstj,,,,,pŏŋəl,pŏŋəl,12,,
401-105-3,,401,105,βokten(e),βokten,β o k t e n,,SMSk;TscherWb,,,,,"βokten, βoktene",βokten,13,“-tene” from PFU *tarV 'near',
902-105-1,,902,105,nyana,nyana,,,JurSWb,,,,,,,14,,
907-105-1,,907,105,nānə,nānə,n ɑː n ə,,SolkWb,,,,,nānə,nɑːnə,14,,
108-105-1,,108,105,al’n,al’n,a lʲ n,,WOLD,,,,,,alʲn,15,,
211-105-1,,211,105,man,man,,,VESr,,,,,,,16,,
106-105-2,,106,105,kulen,kulen,,,InsSSk,,,,,,,17,,
106-105-3,,106,105,keččin,keččin,,,InsSSk,,,,,,,18,,
503-105-1,,503,105,saji̮n,saji̮n,s ɑ j ɯ n,,KoPRSl,,,,,saji̮n,sɑjɯn,19,,
209-105-2,,209,105,tüven̄,tüven̄,t y v e nː,,VKJMS,,,,,tüvenn,tyvenː,20,,
209-105-3,,209,105,ǟrel̄,ǟrel̄,æː r e lː,,VKJMS,,,,,ǟrell,æːrelː,21,,
503-105-2,,503,105,di̮ni̮n,di̮ni̮n,d ɯ n ɯ n,,KoPRSl,,,,,di̮ni̮n,dɯnɯn,22,,
104-105-1,,104,105,naldne,naldne,,,EZ,,,,,,,23,,
0-106-1,,0,106,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-106-1,,203,106,huono,huono,h u o̞ n o̞,,JL,,,,,,huo̞no̞,1,,
204-106-1,,204,106,huono,huono,,,KKSV,,,,,,,1,,
208-106-1,,208,106,hōno,hōno,h oː n o,,InkmSk,,,,,hōno,hoːno,1,,
301-106-1,,301,106,beŕań,beŕań,b e rʲ ɑ ɲ,,MordWb,,,,,beŕań,berʲɑɲ,26,,
104-106-1,,104,106,bahá,bahá,,,EZ,,,,,,,24,,
106-106-1,,106,106,hyeni,hyeni,,,InsSSk,,,,,,,1,,
107-106-1,,107,106,hueʹnn,hueʹnn,,,SKosSk,,,,,,,1,,
207-106-1,,207,106,hond,hond,,,VVS,,,,,,,2,From *honto,
210-106-1,,210,106,halb,halb,h ɑ l p,,SVSk,,,,,,hɑlp,3,Debated,
211-106-1,,211,106,halv,halv,,,VESr,,,,,,,3,Debated,
212-106-1,,212,106,slikt,slikt,,,LivWb,,,,,,,4,"Cf. Lith ""slikts"" Winkler 104: ger, Suhonen1973: Lit",
105-106-1,,105,106,headju,headju,,,SSSg,,,,,,,5,"Cf. Fin ""häijy"" 'mean'",
102-106-1,,102,106,nä̀yree,nä̀yree,,,WbWlap,,,,,,,6,Cf. Finnic *nöyrä 'weak',
107-106-2,,107,106,neuʹrr,neuʹrr,,,SKosSk,,,,,,,6,Cf. Finnic *nöyrä 'weak',
212-106-2,,212,106,tiʾg,tiʾg,,,LivWb,,,,,,,7,,
105-106-2,,105,106,hēittot,hēittot,,,SSSg,,,,,,,8,,
106-106-2,,106,106,heeitug,heeitug,,,InsSSk,,,,,,,8,,
501-106-1,,501,106,ome̮lʹ,ome̮lʹ,o m ɤ ʎ,,SyrjWsch,,,,,ome̮lʹ,omɤʎ,9,,
503-106-1,,503,106,ume̮lʹ,ume̮lʹ,u m ɤ ʎ,,KoPRSl,,,,,ume̮lʹ,umɤʎ,9,,
504-106-1,,504,106,urod,urod,u r o d,,WotjWsch,,,,,urod,urod,10,,
601-106-1,,601,106,rossz,rossz,r o sː,,FMSz,,,,,,rosː,11,,
701-106-1,,701,106,lʹūlʹ,lʹūlʹ,ʎ uː ʎ,,WogWb,,,,,lʹūlʹ,ʎuːʎ,12,,
807-106-1,,807,106,ätəm,ätəm,æ t ə m,,DEWbOstj,,,,,ätəm,ætəm,13,,"'Bad, meager, thin, wrong'"
901-106-1,,901,106,bahia,bahia,b ɑ h i ɑ,Deriv. from PSd *wəj- 'bad',SlNgaRus,,,,,bahia,bɑhiɑ,14,,"'Ugly, bad'"
902-106-1,,902,106,wæwa,wæwa,,,JurSWb,,,,,,,14,,
907-106-1,,907,106,qośək,qośək,q o ɕ ə k,,SolkWb,,,,,qośək,qoɕək,15,,
108-106-1,,108,106,njuess’,njuess’,ɲ u e sːʲ,,WOLD,,,,,,ɲuesːʲ,16,,
301-106-2,,301,106,kalʹdʹav,kalʹdʹav,k ɑ ʎ dʲ ɑ v,,MordWb,,,,,kalʹdʹav,kɑʎdʲɑv,17,,
301-106-3,,301,106,aparo,aparo,ɑ p ɑ r o,,MordWb,,,,,aparo,ɑpɑro,18,,"Comp.; ""a"" 'not', ""paro"" 'good'"
401-106-1,,401,106,uδa,uδa,u ð ɑ,,SMSk;TscherWb,,,,,uδa,uðɑ,19,,
401-106-2,,401,106,načar,načar,n ɑ tʃ ɑ r,,SMSk;TscherWb,,,,,načar,nɑtʃɑr,20,,
101-106-1,,101,106,måekies,måekies,,,NSsNdb,,,,,,,21,,
101-106-2,,101,106,madtan,madtan,,,NSsNdb,,,,,,,22,,
209-106-1,,209,106,kehno,kehno,k e h n o,,VKJMS,,,,,kehno,kehno,23,,
208-106-2,,208,106,paha,paha,p ɑ h ɑ,,InkmSk,,,,,paha,pɑhɑ,24,,
209-106-2,,209,106,paha,paha,p ɑ h ɑ,,VKJMS,,,,,paha,pɑhɑ,24,,
208-106-3,,208,106,huʙa,huʙa,h u b̥ ɑ,,InkmSk,,,,,huʙa,hub̥ɑ,25,,
0-107-1,,0,107,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
701-107-1,,701,107,[Form not found],,,No freestanding word?,WogWb,,,,,,,?,[Form not found],
907-107-1,,907,107,[Form not found],,,No independent word?,SolkWb,,,,,,,?,[Form not found],
106-107-1,,106,107,koas ~ kuás,koas ~ kuás,,,InsSSk,,,,,,,1,,
108-107-1,,108,107,guejke,guejke,g u e j k e,,WOLD,,,,,,guejke,1,,
203-107-1,,203,107,koska,koska,k o̞ s k ɑ,,JL,,,,,,ko̞skɑ,1,,
204-107-1,,204,107,kuin,kuin,,,KKSV,,,,,,,1,,Deriv.; subord. conj.
209-107-1,,209,107,ku,ku,k u,,VKJMS,,,,,ku,ku,1,,
212-107-1,,212,107,ku,ku,,Subord. conj.,LivWb,,,,,,,1,,
203-107-2,,203,107,siksi (että),siksi,s i k s i e t̪ː æ,,JL,,,,,,siksi(et̪ːæ),2,,"""Että"" used as subordinating conjunction"
204-107-2,,204,107,siksi (kuin),siksi,,,KKSV,,,,,,,2,,"""Kuin"" used as subord. conj."
207-107-1,,207,107,sida,sida,,,VVS,,,,,,,2,,
207-107-2,,207,107,sikš,sikš,,,VVS,,,,,,,2,,
208-107-1,,208,107,"sentǟ, sem peräst",sentǟ,s e n t æː,,InkmSk,,,,,"sentǟ, sem_peräst",sentæː,2,,
208-107-2,,208,107,"sentǟ, sem peräst",sem peräst,s e m p e r æ s t,,InkmSk,,,,,"sentǟ, sem_peräst",sem peræst,2,,
209-107-2,,209,107,sissi,sissi,s i sː i,,VKJMS,,,,,sissi,sisːi,2,,
210-107-1,,210,107,sellepärast (et),sellepärast,s e lː e p æ r ɑ s t e t,,SVSk,,,,,,selːepærɑst(et),2,,"Comp.; “selle pärast” ''because of it'; ""et"" used as subord. conj."
211-107-1,,211,107,selle,selle,,,VESr,,,,,,,2,,
212-107-2,,212,107,"sìestə, sie pieràst",sìestə,,,LivWb,,,,,,,2,,Latter lit. 'because of it'
212-107-3,,212,107,"sìestə, sie pieràst",sie pieràst,,,LivWb,,,,,,,2,,Latter lit. 'because of it'
301-107-1,,301,107,śeks,śeks,ɕ e k s,,MordWb,,,,,śeks,ɕeks,2,,
401-107-1,,401,107,sandene,sandene,s ɑ n d e n e,,SMSk;TscherWb,,,,,sandene,sɑndene,2,"""-dene"" 'at' from PFU *tarɜ 'near'",
102-107-1,,102,107,diaht(a),diaht,,,WbWlap,,,,,,,3,,
104-107-1,,104,107,dajna gu,dajna gu,,,EZ,,,,,,,3,"Cogn. with Fin ""jotta"" '(so) that, in order to'",
105-107-1,,105,107,danne,danne,,,SSSg,,,,,,,3,,
106-107-2,,106,107,tondeet ~ tondiet,tondeet ~ tondiet,,,InsSSk,,,,,,,3,,
107-107-1,,107,107,"tõndiõtt, tõʹnt",tõndiõtt,,,SKosSk,,,,,,,3,,
107-107-2,,107,107,"tõndiõtt, tõʹnt",tõʹnt,,,SKosSk,,,,,,,3,,
501-107-1,,501,107,si̮ ponda,si̮ ponda,s ɯ p o n d ɑ,,SyrjWsch,,,,,si̮_ponda,sɯ pondɑ,4,,
601-107-1,,601,107,"mert, mivel",mert,m ɛ r t m i v ɛ l,,FMSz,,,,,,"mɛrt, mivɛl",5,,
601-107-2,,601,107,"mert, mivel",mivel,m ɛ r t m i v ɛ l,,FMSz,,,,,,"mɛrt, mivɛl",5,,
204-107-3,,204,107,sentäh(en),sentäh,,,KKSV,,,,,,,6,,"Comp.; ""sen tähen"" 'because of it'"
208-107-3,,208,107,sentǟ,sentǟ,s e n t æː,,InkmSk,,,,,sentǟ,sentæː,6,,
301-107-2,,301,107,śeks meks,śeks meks,ɕ e k s m e k s,,MordWb,,,,,śeks_meks,ɕeks meks,7,,"""Śeks"" by itself 'because'"
401-107-2,,401,107,satlan ~ saδlan,satlan ~ saδlan,s ɑ t l ɑ n,"Deriv. from ""sade"" 'that'",SMSk;TscherWb,,,,,"satlan, saδlan","sɑtlɑn, sɑðlɑn",8,,
208-107-4,,208,107,sem peräst,sem peräst,s e m p e r æ s t,,InkmSk,,,,,sem_peräst,sem peræst,9,,
210-107-2,,210,107,sellepärast (et),sellepärast,s e lː e p æ r ɑ s t e t,,SVSk,,,,,,selːepærɑst(et),9,,"Comp.; “selle pärast” ''because of it'; ""et"" used as subord. conj."
212-107-4,,212,107,sie pieràst,sie pieràst,,,LivWb,,,,,,,9,,'Because of it'
501-107-2,,501,107,si̮ ve̮sna,si̮ ve̮sna,s ɯ v ɤ s n ɑ,,SyrjWsch,,,,,si̮_ve̮sna,sɯ vɤsnɑ,10,,
504-107-1,,504,107,mali̮ ke šuono,mali̮ ke šuono,m ɑ l ɯ k e ʃ u o n o,,WotjWsch,,,,,mali̮_ke_šuono,mɑlɯ ke ʃuono,11,,
807-107-1,,807,107,merǝ,merǝ,m e r ə,,DEWbOstj,,,,,merə,merə,12,,"'Because of, during'; postposition"
901-107-1,,901,107,ńīðə,ńīðə,ɲ iː ð ə,,SlNgaRus,,,,,ńīδə,ɲiːðə,13,,
902-107-1,,902,107,ŋədy°bya-,ŋədy°bya-,,,JurSWb,,,,,,,13,,
101-107-1,,101,107,juktie,juktie,,,NSsNdb,,,,,,,14,"Cogn. with Fin ""jotta"" '(so) that, in order to'",
106-107-3,,106,107,jo,jo,,,InsSSk,,,,,,,14,,
503-107-1,,503,107,da,da,d ɑ,,KoPRSl,,,,,da,dɑ,15,,
101-107-2,,101,107,jihkie,jihkie,,,NSsNdb,,,,,,,16,,
503-107-2,,503,107,siʒ́ ki̮ʒ́,siʒ́ ki̮ʒ́,s i dʑ k ɯ dʑ,,KoPRSl;RB,,,,,siʒ́ ki̮ʒ́,sidʑ kɯdʑ,17,,'So that'; used as conjunction
901-107-2,,901,107,suəbəsi̮,suəbəsi̮,s u ə b ə s ɯ,,SlNgaRus,,,,,suəbəsi̮,suəbəsɯ,18,,
203-108-1,,203,108,vatsa,vatsa,ʋ ɑ t̪ s ɑ,,JL,,,,,,ʋɑt̪sɑ,1,,
204-108-1,,204,108,vattša,vattša,,,KKSV,,,,,,,1,,
207-108-1,,207,108,vats,vats,,,VVS,,,,,,,1,,
208-108-1,,208,108,vatsa,vatsa,v ɑ t s ɑ,,InkmSk,,,,,vatsa,vɑtsɑ,1,,
209-108-1,,209,108,vatts,vatts,v ɑ tː s,,VKJMS,,,,,vatts,vɑtːs,1,,
210-108-1,,210,108,vats,vats,v ɑ tː s,,SVSk,,,,,,vɑtːs,1,,
212-108-1,,212,108,vats,vats,,,LivWb,,,,,,,1,,
203-108-2,,203,108,maha,maha,m ɑ ɦ ɑ,,JL,,,,,,mɑɦɑ,2,,
207-108-2,,207,108,koht,koht,,,VVS,,,,,,,3,,
210-108-2,,210,108,kõht,kõht,k ɤ h t,,SVSk,,,,,,kɤht,3,,
211-108-1,,211,108,kõtt,kõtt,,,VESr,,,,,,,3,,
504-108-1,,504,108,ke̮t,ke̮t,k ɤ t,,WotjWsch,,,,,ke̮t,kɤt,3,,
209-108-2,,209,108,mako,mako,m ɑ k o,,VKJMS,,,,,mako,mɑko,2,,
212-108-2,,212,108,maʾg,maʾg,,,LivWb,,,,,,,2,,
0-108-1,,0,108,*ćowja ~ ćojwa,*ćowja ~ ćojwa,,Only in Sa and Sd; phonetic correspondence not solid,UEW;Sam88,,,,,,,5,,
101-108-1,,101,108,tjåejjie,tjåejjie,,,NSsNdb,,,,,,,5,,
102-108-1,,102,108,tjåìvee,tjåìvee,,,WbWlap,,,,,,,5,,
104-108-1,,104,108,tjåjjve,tjåjjve,,,EZ,,,,,,,5,,
105-108-1,,105,108,čoavji,čoavji,,,SSSg,,,,,,,5,,
106-108-1,,106,108,čoavji ~  čuáv'ji,čoavji ~ čuáv'ji,,,InsSSk,,,,,,,5,,
107-108-1,,107,108,čåuʹjj,čåuʹjj,,,SKosSk,,,,,,,5,,
108-108-1,,108,108,čuejjv,čuejjv,t ʃ u e jː v,,WOLD,,,,,,tʃuejːv,5,,
901-108-1,,901,108,čajbə,čajbə,tʃ ɑ j b ə,Irregular correspondence of initial,SlNgaRus,,,,,čajbə,tʃɑjbə,5,,
902-108-1,,902,108,tyíw°,tyíw°,,,JurSWb,,,,,,,5,Irregular correspondence of initial,
301-108-1,,301,108,peke,peke,p e k e,,MordWb,,,,,peke,peke,6,,
401-108-1,,401,108,müškə̑r,müškə̑r,m y ʃ k ə r,,SMSk;TscherWb,,,,,müškə̑r,myʃkər,7,,
501-108-1,,501,108,ruš-ku,ruš-ku,r u ʃ k u,,SyrjWsch,,,,,ruš-ku,ruʃ-ku,8,,"Comp. with ""ku"" 'skin'"
601-108-1,,601,108,has,has,h ɒ ʃ,,FMSz,,,,,,hɒʃ,9,,
601-108-2,,601,108,gyomor,gyomor,ɟ o m o r,,FMSz,,,,,,ɟomor,10,,
701-108-1,,701,108,sōriɣ,sōriɣ,s oː r i ɣ,,WogWb,,,,,sōriɣ,soːriɣ,11,,
701-108-2,,701,108,sim,sim,s i m,,WogWb,,,,,sim,sim,12,,
807-108-1,,807,108,kŏṇ,kŏṇ,k o ̆ ɳ,,DEWbOstj,,,,,kŏṇ,kŏɳ,13,,
807-108-2,,807,108,ont,ont,o n t,,DEWbOstj,,,,,ont,ont,14,Confined only to Ob-Ugric,
907-108-1,,907,108,perkə,perkə,p e r k ə,,SolkWb,,,,,perkə,perkə,15,,
807-108-3,,807,108,poɣli̮,poɣli̮,p o ɣ l ɯ,,DEWbOstj,,,,,poɣli̮,poɣlɯ,16,,
503-108-1,,503,108,ki̮ne̮m,ki̮ne̮m,k ɯ n ɤ m,,KoPRSl,,,,,ki̮ne̮m,kɯnɤm,17,,
108-109-1,,108,109,[Form not found],,,,WOLD,,,,,,,?,[Form not found],
101-109-1,,101,109,muerjie,muerjie,,,NSsNdb,,,,,,,1,,
102-109-1,,102,109,müerˈjee,müerˈjee,,,WbWlap,,,,,,,1,,
104-109-1,,104,109,muärrje ,muärrje,,,EZ,,,,,,,1,,
105-109-1,,105,109,muorji,muorji,,,SSSg,,,,,,,1,,
106-109-1,,106,109,myer'ji,myer'ji,,,InsSSk,,,,,,,1,,
107-109-1,,107,109,mueʹrjj,mueʹrjj,,,SKosSk,,,,,,,1,,
203-109-1,,203,109,marja,marja,m ɑ r j ɑ,,JL,,,,,,mɑrjɑ,1,,
204-109-1,,204,109,marja,marja,,,KKSV,,,,,,,1,,
208-109-1,,208,109,marja,marja,m ɑ r j ɑ,,InkmSk,,,,,marja,mɑrjɑ,1,,
209-109-1,,209,109,marje̮,marje̮,m ɑ r j ɤ,,VKJMS,,,,,marje̮,mɑrjɤ,1,,
210-109-1,,210,109,mari,mari,m ɑ r i,,SVSk,,,,,,mɑri,1,,
211-109-1,,211,109,mari,mari,,,VESr,,,,,,,1,,
212-109-1,,212,109,mɔ̄ŕa,mɔ̄ŕa,,,LivWb,,,,,,,1,,
301-109-1,,301,109,maŕ,maŕ,m ɑ rʲ,,MordWb,,,,,maŕ,mɑrʲ,1,,
207-109-1,,207,109,"bō, bolāńe",bō,,,VVS,,,,,,,2,,
207-109-2,,207,109,"bō, bolāńe",bolāńe,,,VVS,,,,,,,2,,
601-109-1,,601,109,bogyó,bogyó,b o ɟ oː,,FMSz,,,,,,boɟoː,2,"Correspondence in Ob-Ugric, Permic and Finnic but  TESz suggests also separate development in Hungarian ",
701-109-1,,701,109,pil ~ pīl,pil ~ pīl,p i l,,WogWb,,,,,"pil, pīl","pil, piːl",2,,
401-109-1,,401,109,jemə̑š,jemə̑š,j e m ə ʃ,,SMSk;TscherWb,,,,,jemə̑š,jeməʃ,4,,"'Fruits, berries'"
501-109-1,,501,109,tuś,tuś,t u ɕ,,SyrjWsch,,,,,tuś,tuɕ,5,,"'Seed, berry'"
401-109-2,,401,109,saska,saska,s ɑ s k ɑ,,SMSk;TscherWb,,,,,saska,sɑskɑ,6,,"'Berry, fruit'"
0-109-1,,0,109,*osa,*osa,,,UEW;Sam88,,,,,,,7,,
504-109-1,,504,109,uzi̮-bori̮,uzi̮-bori̮,u z ɯ b o r ɯ,,WotjWsch,,,,,uzi̮-bori̮,uzɯ-borɯ,7,Etymological connection based on first part,'Berry'; comp.
807-109-1,,807,109,ul,ul,u l,,DEWbOstj,,,,,ul,ul,7,,
901-109-1,,901,109,ŋuta,ŋuta,ŋ u t ɑ,,SlNgaRus,,,,,ŋuta,ŋutɑ,7,,
902-109-1,,902,109,ŋodya,ŋodya,,,JurSWb,,,,,,,7,,
907-109-1,,907,109,čopər,čopər,tʃ o p ə r,,SolkWb,,,,,čopər,tʃopər,8,,
503-109-1,,503,109,jage̮d,jage̮d,j ɑ ɡ ɤ d,,KoPRSl,,,,,jage̮d,jɑɡɤd,9,,
0-11-1,,0,11,*tuli̮-,*tuli̮-,,,UEW;Sam88,,,,,,,1,,
203-11-1,,203,11,tulla,tulla,t̪ u lː ɑ,,JL,,,,,,t̪ulːɑ,1,,
204-11-1,,204,11,tulla,tulla,,,KKSV,,,,,,,1,,
207-11-1,,207,11,tulda ~ tūda,tulda ~ tūda,,,VVS,,,,,,,1,,
208-11-1,,208,11,tulla,tulla,t u lː ɑ,,InkmSk,,,,,tulla,tulːɑ,1,,
209-11-1,,209,11,tuлe̮ma,tuлe̮ma,t u l ɤ m ɑ,,VKJMS,,,,,tule̮ma,tulɤmɑ,1,,
210-11-1,,210,11,tulla,tulla,t u lː ɑ,,SVSk,,,,,,tulːɑ,1,,
211-11-1,,211,11,tulõma,tulõma,,,VESr,,,,,,,1,,
212-11-1,,212,11,tūlda,tūlda,,,LivWb,,,,,,,1,,
401-11-1,,401,11,tolam,tolam,t o l ɑ m,,SMSk;TscherWb,,,,,tolam,tolɑm,1,,
901-11-1,,901,11,tujśa,tujśa,t u j ɕ ɑ,,SlNgaRus,,,,,tujśa,tujɕɑ,1,,
902-11-1,,902,11,tosy°,tosy°,,,JurSWb,,,,,,,1,,
907-11-1,,907,11,tǖ-,tǖ-,t yː,,SolkWb,,,,,tǖ-,tyː-,1,,
101-11-1,,101,11,båetedh,båetedh,,,NSsNdb,,,,,,,2,,
102-11-1,,102,11,bååhteet,bååhteet,,,WbWlap,,,,,,,2,,
104-11-1,,104,11,båhtet,båhtet,,,EZ,,,,,,,2,,
105-11-1,,105,11,boahtit,boahtit,,,SSSg,,,,,,,2,,
106-11-1,,106,11,poattiđ,poattiđ,,,InsSSk,,,,,,,2,,
107-11-1,,107,11,pueʹtted,pueʹtted,,,SKosSk,,,,,,,2,,
108-11-1,,108,11,puedt’e,puedt’e,p u e dːʲ e,,WOLD,,,,,,puedːʲe,2,,
301-11-1,,301,11,sams,sams,s ɑ m s,,MordWb,,,,,sams,sɑms,3,,
501-11-1,,501,11,voni̮,voni̮,v o n ɯ,,SyrjWsch,,,,,voni̮,vonɯ,4,,
504-11-1,,504,11,vui̮ni̮,vui̮ni̮,v u ɯ n ɯ,,WotjWsch,,,,,vui̮ni̮,vuɯnɯ,4,,
501-11-2,,501,11,lokni̮,lokni̮,l o k n ɯ,,SyrjWsch,,,,,lokni̮,loknɯ,5,"From PFU *läkti- 'leave, depart'",
503-11-1,,503,11,lokni̮,lokni̮,l o k n ɯ,"Stem ""lokt-""",KoPRSl,,,,,lokni̮,loknɯ,5,"From PFU *läkti- 'leave, depart'",
504-11-2,,504,11,li̮kti̮ni̮,li̮kti̮ni̮,l ɯ k t ɯ n ɯ,,WotjWsch,,,,,li̮kti̮ni̮,lɯktɯnɯ,5,"From PFU *läkti- 'leave, depart'",
601-11-1,,601,11,jön,jön,j ø n,,FMSz,,,,,,jøn,6,,
701-11-1,,701,11,juw ~ jiw,juw ~ jiw,j u w,,WogWb,,,,,"juw, jiw","juw, jiw",6,,
807-11-1,,807,11,jö̆-,jö̆-,j ø ̆,,DEWbOstj,,,,,jö̆-,jø̆-,6,,
807-11-2,,807,11,jŏχǝt-,jŏχǝt-,j o ̆ x ə t,,DEWbOstj,,,,,jŏχət-,jŏxət-,7,,
203-110-1,,203,110,hengittää,hengittää,h e̞ ŋː i t̪ː æː,,JL,,,,,,he̞ŋːit̪ːæː,1,,
204-110-1,,204,110,henkitteä,henkitteä,,,KKSV,,,,,,,1,,
207-110-1,,207,110,hengitada ~ henkta,hengitada ~ henkta,,,VVS,,,,,,,1,,
208-110-1,,208,110,"heŋɢittǟ, heŋɢäᴅä",heŋɢittǟ,h e ŋ ɡ̥ i tː æː,,InkmSk,,,,,"heŋɢittǟ, heŋɢäᴅä",heŋɡ̥itːæː,1,,
208-110-2,,208,110,"heŋɢittǟ, heŋɢäᴅä",heŋɢäᴅä,h e ŋ ɡ̥ æ d̥ æ,,InkmSk,,,,,"heŋɢittǟ, heŋɢäᴅä",heŋɡ̥æd̥æ,1,,
209-110-1,,209,110,entšimä,entšimä,e n tʃ i m æ,,VKJMS,,,,,enčimä,entʃimæ,1,,
210-110-1,,210,110,hingata,hingata,h i n k ɑ tː ɑ,,SVSk,,,,,,hinkɑtːɑ,1,,
211-110-1,,211,110,hingämä ~ hengämä,hingämä ~ hengämä,,,VESr,,,,,,,1,,
212-110-1,,212,110,jeŋŋgə,jeŋŋgə,,,LivWb,,,,,,,1,,
0-110-1,,0,110,*wajŋi̮,*wajŋi̮,,,UEW;Sam88,,,,,,,2,,"'Breath, spirit'"
101-110-1,,101,110,voejngedh,voejngedh,,,NSsNdb,,,,,,,2,,
102-110-1,,102,110,vuaigŋjat,vuaigŋjat,,,WbWlap,,,,,,,2,,
104-110-1,,104,110,vuojŋastak,vuojŋastak,,,EZ,,,,,,,2,,
105-110-1,,105,110,vuoigŋat,vuoigŋat,,,SSSg,,,,,,,2,,
106-110-1,,106,110,vuoi'ŋađ,vuoi'ŋađ,,,InsSSk,,,,,,,2,,
107-110-1,,107,110,vuõiŋŋâd,vuõiŋŋâd,,,SKosSk,,,,,,,2,,
108-110-1,,108,110,vūjjne,vūjjne,v uː jː n e,,WOLD,,,,,,vuːjːne,2,,
901-110-1,,901,110,bačədʹa,bačədʹa,b ɑ tʃ ə dʲ ɑ,,SlNgaRus,,,,,bačədʹa,bɑtʃədʲɑ,2,,
902-110-1,,902,110,yínt°q,yínt°q,,,JurSWb,,,,,,,2,Cognacy uncertain,'Breath (n.)'; deriv.
907-110-1,,907,110,kuə̑j-,kuə̑j-,k u ə j,,SolkWb,,,,,kuə̑j-,kuəj-,2,,
301-110-1,,301,110,lʹekśems,lʹekśems,ʎ e k ɕ e m s,,MordWb,,,,,lʹekśems,ʎekɕems,3,From PFV *läkkä 'breathe' ?,
401-110-1,,401,110,šülem,šülem,ʃ y l e m,,SMSk;TscherWb,,,,,šülem,ʃylem,4,,
501-110-1,,501,110,lolavni̮,lolavni̮,l o l ɑ v n ɯ,,SyrjWsch,,,,,lolavni̮,lolɑvnɯ,5,,
503-110-1,,503,110,lolavni̮,lolavni̮,l o l ɑ v n ɯ,,KoPRSl,,,,,lolavni̮,lolɑvnɯ,5,,
504-110-1,,504,110,lulʒ́i̮ni̮,lulʒ́i̮ni̮,l u l dʑ ɯ n ɯ,,WotjWsch,,,,,lulʒ́i̮ni̮,luldʑɯnɯ,5,,
601-110-1,,601,110,lélegzik,lélegzik,l eː l ɛ ɡ z i k,,FMSz,,,,,,leːlɛɡzik,5,,
701-110-1,,701,110,liläji,liläji,l i l æ j i,,WogWb,,,,,liläji,lilæji,5,,
807-110-1,,807,110,lält-,lält-,l æ l t,,DEWbOstj,,,,,lält-,lælt-,5,,
504-110-2,,504,110,šokani̮,šokani̮,ʃ o k ɑ n ɯ,,WotjWsch,,,,,šokani̮,ʃokɑnɯ,6,,
0-111-1,,0,111,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-111-1,,203,111,lapsi,lapsi,l ɑ p s i,,JL,,,,,,lɑpsi,1,,
204-111-1,,204,111,lapsi,lapsi,,,KKSV,,,,,,,1,,
207-111-1,,207,111,lapś,lapś,,,VVS,,,,,,,1,,
208-111-1,,208,111,laps,laps,l ɑ p s,,InkmSk,,,,,laps,lɑps,1,,
209-111-1,,209,111,лahs,лahs,l ɑ h s,,VKJMS,,,,,lahs,lɑhs,1,,
210-111-1,,210,111,laps,laps,l a pː s,,SVSk,,,,,,lapːs,1,,
211-111-1,,211,111,lats',lats',,,VESr,,,,,,,1,,
212-111-1,,212,111,läpš,läpš,,,LivWb,,,,,,,1,,
101-111-1,,101,111,maana,maana,,,NSsNdb,,,,,,,2,,
102-111-1,,102,111,mànnaa,mànnaa,,,WbWlap,,,,,,,2,,
104-111-1,,104,111,mánná,mánná,,,EZ,,,,,,,2,,
105-111-1,,105,111,mánná,mánná,,,SSSg,,,,,,,2,,
102-111-2,,102,111,jugˈloo,jugˈloo,,,WbWlap,,,,,,,3,,
106-111-1,,106,111,"páárnáž, pärni",páárnáž,,,InsSSk,,,,,,,4,,
106-111-2,,106,111,"páárnáž, pärni",pärni,,,InsSSk,,,,,,,4,,
107-111-1,,107,111,"päʹrnn, päärnaž",päʹrnn,,,SKosSk,,,,,,,4,,
107-111-2,,107,111,"päʹrnn, päärnaž",päärnaž,,,SKosSk,,,,,,,4,,
108-111-1,,108,111,pārnenč,pārnenč,p aː r n e n t ʃ,,WOLD,,,,,,paːrnentʃ,4,,
301-111-1,,301,111,ejdʹe,ejdʹe,e j dʲ e,,MordWb,,,,,ejdʹe,ejdʲe,5,"Possibly connected with PUg *äjɜ 'small, young'",
301-111-2,,301,111,ejkakš,ejkakš,e j k ɑ k ʃ,,MordWb,,,,,ejkakš,ejkɑkʃ,6,,
401-111-1,,401,111,ikšə̑βə̑ ~ iɣešuβə̑,ikšə̑βə̑ ~ iɣešuβə̑,i k ʃ ə β ə,,SMSk;TscherWb,,,,,"ikšə̑βə̑, iɣešuβə̑","ikʃəβə, iɣeʃuβə",7,"First part ""iɣe"" 'cub, young of animal' possibly has cognates in Khan, Sd",'Children'
301-111-3,,301,111,pakša,pakša,p ɑ k ʃ ɑ,,MordWb,,,,,pakša,pɑkʃɑ,8,,
